variant,count,percentage
們,0,0.0
弭,0,0.0
彌,6,5.88235294117647
偉,0,0.0
懣,0,0.0
滿,28,27.450980392156865
瞞,0,0.0
門,52,50.98039215686274
每,8,7.8431372549019605
輩,8,7.8431372549019605
