variant,count,percentage
們,148,0.08557732894653153
弭,1575,0.9107046830458589
彌,8357,4.8322279595011075
偉,4562,2.6378633422572757
懣,400,0.23129007823386896
滿,17112,9.894589546844914
瞞,495,0.2862214718144128
門,86533,50.03556084952846
每,35112,20.302643067369015
輩,18649,10.783321672458555
