dynasty_period,analysis_date,total_characters,total_variants,unique_variant_types,files_analyzed,analysis_mode,variant_們_count,variant_們_percentage,variant_弭_count,variant_弭_percentage,variant_彌_count,variant_彌_percentage,variant_偉_count,variant_偉_percentage,variant_懣_count,variant_懣_percentage,variant_滿_count,variant_滿_percentage,variant_瞞_count,variant_瞞_percentage,variant_門_count,variant_門_percentage,variant_每_count,variant_每_percentage,variant_輩_count,variant_輩_percentage
宋,2025-10-28,225974463,172943,10,32155,period_based,148,0.08557732894653153,1575,0.9107046830458589,8357,4.8322279595011075,4562,2.6378633422572757,400,0.23129007823386896,17112,9.894589546844914,495,0.2862214718144128,86533,50.03556084952846,35112,20.302643067369015,18649,10.783321672458555
