dynasty_period,analysis_date,total_characters,total_variants,unique_variant_types,files_analyzed,analysis_mode,variant_們_count,variant_們_percentage,variant_弭_count,variant_弭_percentage,variant_彌_count,variant_彌_percentage,variant_偉_count,variant_偉_percentage,variant_懣_count,variant_懣_percentage,variant_滿_count,variant_滿_percentage,variant_瞞_count,variant_瞞_percentage,variant_門_count,variant_門_percentage,variant_每_count,variant_每_percentage,variant_輩_count,variant_輩_percentage
唐初期,2025-10-28,33830,45,10,9,period_based,0,0.0,0,0.0,1,2.2222222222222223,0,0.0,0,0.0,4,8.88888888888889,0,0.0,34,75.55555555555556,3,6.666666666666667,3,6.666666666666667
