variant,count,percentage
們,0,0.0
弭,0,0.0
彌,1,2.2222222222222223
偉,0,0.0
懣,0,0.0
滿,4,8.88888888888889
瞞,0,0.0
門,34,75.55555555555556
每,3,6.666666666666667
輩,3,6.666666666666667
