dynasty,period,book_name,author,full_book_info,variant,count,total_chars,frequency_per_10k,file_count,recalc_freq_per_10k
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,們,0,6550,0.0,1,0.0
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,偉,1,6550,1.5267175572519085,1,1.5267175572519085
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,弭,0,6550,0.0,1,0.0
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,彌,1,6550,1.5267175572519085,1,1.5267175572519085
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,懣,0,6550,0.0,1,0.0
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,每,0,6550,0.0,1,0.0
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,滿,1,6550,1.5267175572519085,1,1.5267175572519085
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,瞞,0,6550,0.0,1,0.0
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,輩,1,6550,1.5267175572519085,1,1.5267175572519085
元,元代,上方天尊說真元通仙道經,,上方天尊說真元通仙道經,門,0,6550,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,們,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,偉,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,弭,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,彌,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,懣,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,每,1,1370,7.299270072992701,1,7.299270072992701
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,滿,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,瞞,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,輩,0,1370,0.0,1,0.0
元,元代,上清丹元玉真帝皇飛仙上經,,上清丹元玉真帝皇飛仙上經,門,0,1370,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),們,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),偉,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),弭,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),彌,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),懣,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),每,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),滿,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),瞞,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),輩,0,6665,0.0,1,0.0
元,元代,上清大洞真經玉訣音義,陳景元,上清大洞真經玉訣音義 (陳景元),門,2,6665,3.000750187546887,1,3.000750187546887
元,元代,上清明堂元真經訣,,上清明堂元真經訣,們,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,偉,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,弭,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,彌,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,懣,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,每,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,滿,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,瞞,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,輩,0,4276,0.0,1,0.0
元,元代,上清明堂元真經訣,,上清明堂元真經訣,門,0,4276,0.0,1,0.0
元,元代,不繫舟漁集,元,不繫舟漁集 (元),們,0,76604,0.0,17,0.0
元,元代,不繫舟漁集,元,不繫舟漁集 (元),偉,1,76604,0.3503485968538696,17,0.13054148608427757
元,元代,不繫舟漁集,元,不繫舟漁集 (元),弭,1,76604,0.039531941808981653,17,0.13054148608427757
元,元代,不繫舟漁集,元,不繫舟漁集 (元),彌,1,76604,0.12193932299287875,17,0.13054148608427757
元,元代,不繫舟漁集,元,不繫舟漁集 (元),懣,0,76604,0.0,17,0.0
元,元代,不繫舟漁集,元,不繫舟漁集 (元),每,12,76604,0.8930053736074747,17,1.566497833011331
元,元代,不繫舟漁集,元,不繫舟漁集 (元),滿,14,76604,1.1391384195461196,17,1.827580805179886
元,元代,不繫舟漁集,元,不繫舟漁集 (元),瞞,0,76604,0.0,17,0.0
元,元代,不繫舟漁集,元,不繫舟漁集 (元),輩,6,76604,1.0340176022519174,17,0.7832489165056655
元,元代,不繫舟漁集,元,不繫舟漁集 (元),門,20,76604,2.3685751357248,17,2.6108297216855516
元,元代,世醫得效方,元,世醫得效方 (元),們,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),偉,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),弭,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),彌,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),懣,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),每,470,319721,14.602743620146217,21,14.700316838743781
元,元代,世醫得效方,元,世醫得效方 (元),滿,32,319721,0.8780713351828959,21,1.0008726358293636
元,元代,世醫得效方,元,世醫得效方 (元),瞞,0,319721,0.0,21,0.0
元,元代,世醫得效方,元,世醫得效方 (元),輩,2,319721,0.06337328309119446,21,0.06255453973933522
元,元代,世醫得效方,元,世醫得效方 (元),門,33,319721,0.9982479172485365,21,1.0321499056990313
元,元代,中原音韻,元,中原音韻 (元),們,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),偉,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),弭,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),彌,1,23847,0.8963786303334529,4,0.41933995890468406
元,元代,中原音韻,元,中原音韻 (元),懣,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),每,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),滿,1,23847,0.1801671951571058,4,0.41933995890468406
元,元代,中原音韻,元,中原音韻 (元),瞞,0,23847,0.0,4,0.0
元,元代,中原音韻,元,中原音韻 (元),輩,2,23847,1.0765458254905587,4,0.8386799178093681
元,元代,中原音韻,元,中原音韻 (元),門,1,23847,0.1801671951571058,4,0.41933995890468406
元,元代,中庵集,元,中庵集 (元),們,0,116399,0.0,21,0.0
元,元代,中庵集,元,中庵集 (元),偉,11,116399,0.9094588330129325,21,0.945025300904647
元,元代,中庵集,元,中庵集 (元),弭,2,116399,0.1265378011011938,21,0.1718227819826631
元,元代,中庵集,元,中庵集 (元),彌,4,116399,0.310635766753191,21,0.3436455639653262
元,元代,中庵集,元,中庵集 (元),懣,0,116399,0.0,21,0.0
元,元代,中庵集,元,中庵集 (元),每,4,116399,0.643392363695831,21,0.3436455639653262
元,元代,中庵集,元,中庵集 (元),滿,16,116399,1.321431783278802,21,1.3745822558613048
元,元代,中庵集,元,中庵集 (元),瞞,0,116399,0.0,21,0.0
元,元代,中庵集,元,中庵集 (元),輩,10,116399,0.6431894874822481,21,0.8591139099133154
元,元代,中庵集,元,中庵集 (元),門,35,116399,3.4836972084296076,21,3.0068986846966035
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,們,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,偉,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,弭,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,彌,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,懣,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,每,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,滿,1,2668,3.7481259370314843,1,3.7481259370314843
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,瞞,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,輩,0,2668,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶懺,,九天應元雷聲普化天尊玉樞寶懺,門,3,2668,11.244377811094452,1,11.244377811094452
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,們,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,偉,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,弭,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,彌,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,懣,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,每,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,滿,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,瞞,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,輩,0,3226,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經,,九天應元雷聲普化天尊玉樞寶經,門,1,3226,3.09981401115933,1,3.09981401115933
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),們,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),偉,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),弭,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),彌,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),懣,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),每,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),滿,2,15453,1.2942470717660002,1,1.2942470717660002
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),瞞,0,15453,0.0,1,0.0
元,元代,九天應元雷聲普化天尊玉樞寶經集註,徐道齡,九天應元雷聲普化天尊玉樞寶經集註 (徐道齡),輩,0,15453,0.0,1,0.0
