dynasty,period,book_name,author,full_book_info,total_chars,file_count,unique_variants_found
宋,宋代,吳越備史,宋,吳越備史 (宋),556080,40,10
宋,宋代,吳郡志,宋,吳郡志 (宋),2611690,510,10
宋,宋代,吳都文粹,宋,吳都文粹 (宋),1570530,110,10
宋,宋代,吹劍錄外集,宋,吹劍錄外集 (宋),223760,10,10
宋,宋代,吾汶藁,宋,吾汶藁 (宋),380020,110,10
宋,宋代,呂氏家塾讀詩記,宋,呂氏家塾讀詩記 (宋),3395000,330,10
宋,宋代,呂氏春秋集解,宋,呂氏春秋集解 (宋),2912360,310,10
宋,宋代,呂氏雜記,宋,呂氏雜記 (宋),171810,30,10
宋,宋代,周元公集,宋,周元公集 (宋),463730,90,10
宋,宋代,周官新義,宋,周官新義 (宋),1019920,180,10
宋,宋代,周官總義,宋,周官總義 (宋),2378710,310,10
宋,宋代,周易傳義附錄,宋,周易傳義附錄 (宋),3404280,250,10
宋,宋代,周易口義,宋,周易口義 (宋),2224100,140,10
宋,宋代,周易古占法,程迥,周易古占法 (程迥),135240,30,10
宋,宋代,周易新講義,宋,周易新講義 (宋),712240,70,10
宋,宋代,周易玩辭,宋,周易玩辭 (宋),1233210,170,10
宋,宋代,周易窺餘,宋,周易窺餘 (宋),1095430,160,10
宋,宋代,周易經傳集解,宋,周易經傳集解 (宋),2928410,370,10
宋,宋代,周易總義,宋,周易總義 (宋),1241850,210,10
宋,宋代,周易義海撮要,宋,周易義海撮要 (宋),2127810,130,10
宋,宋代,周易要義,宋,周易要義 (宋),1043880,220,10
宋,宋代,周易赴爻經傳訓解,宋,周易赴爻經傳訓解 (宋),465520,30,10
宋,宋代,周易輯聞,宋,周易輯聞 (宋),1716670,120,10
宋,宋代,周易集說,宋,周易集說 (宋),2126540,410,10
宋,宋代,周禮句解,宋,周禮句解 (宋),1441170,130,10
宋,宋代,周禮復古編,宋,周禮復古編 (宋),114660,20,10
宋,宋代,周禮訂義,宋,周禮訂義 (宋),8388400,820,10
宋,宋代,周禮詳解,宋,周禮詳解 (宋),4316610,410,10
宋,宋代,周禮集說,宋,周禮集說 (宋),3036380,140,10
宋,宋代,和清眞詞,宋,和清眞詞 (宋),81900,30,10
宋,宋代,和靖集,宋,和靖集 (宋),323030,90,10
宋,宋代,咸平集,宋,咸平集 (宋),1195500,310,10
宋,宋代,咸淳臨安志,宋,咸淳臨安志 (宋),5876070,1000,10
宋,宋代,咸淳遺事,宋,咸淳遺事 (宋),215310,30,10
宋,宋代,品茶要錄,宋,品茶要錄 (宋),20760,30,10
宋,宋代,唐人萬首絕句選,宋,唐人萬首絕句選 (宋),284360,80,10
宋,宋代,唐僧弘秀集,宋,唐僧弘秀集 (宋),275380,110,10
宋,宋代,唐史論斷,宋,唐史論斷 (宋),365620,60,10
宋,宋代,唐大詔令集,宋,唐大詔令集 (宋),5513410,1100,10
宋,宋代,唐文粹,宋,唐文粹 (宋),7965390,1030,10
宋,宋代,唐書直筆,宋,唐書直筆 (宋),205160,50,10
宋,宋代,唐會要,宋,唐會要 (宋),7953730,1010,10
宋,宋代,唐百家詩選,宋,唐百家詩選 (宋),888480,210,10
宋,宋代,唐詩紀事,宋,唐詩紀事 (宋),4131210,820,10
宋,宋代,唐語林,宋,唐語林 (宋),1239880,90,10
宋,宋代,唐鑑,宋,唐鑑 (宋),1090750,250,10
宋,宋代,唯室集,宋,唯室集 (宋),261180,60,10
宋,宋代,嘉泰普燈錄,正受,嘉泰普燈錄 (正受),3129420,300,10
宋,宋代,嘉泰普燈錄總目錄,正受,嘉泰普燈錄總目錄 (正受),198760,30,10
宋,宋代,嘉祐雜誌,宋,嘉祐雜誌 (宋),110810,20,10
宋,宋代,嘉禾百咏,宋,嘉禾百咏 (宋),72190,20,10
宋,宋代,嘯堂集古錄,宋,嘯堂集古錄 (宋),10150,40,10
宋,宋代,嚴陵集,宋,嚴陵集 (宋),436290,100,10
宋,宋代,囉嚩拏說救療小兒疾病經,法賢,囉嚩拏說救療小兒疾病經 (法賢),48410,10,10
宋,宋代,囘文類聚,宋,囘文類聚 (宋),118800,90,10
宋,宋代,四六標準,宋,四六標準 (宋),9821600,410,10
宋,宋代,四六話,宋,四六話 (宋),104190,30,10
宋,宋代,四六談麈,宋,四六談麈 (宋),39160,20,10
宋,宋代,四分刪定比丘尼戒本,元照,四分刪定比丘尼戒本 (元照),131750,10,10
宋,宋代,四分律刪補隨機羯磨疏科,元照,四分律刪補隨機羯磨疏科 (元照),329450,40,10
宋,宋代,四分律含注戒本疏發揮記,允堪,四分律含注戒本疏發揮記 (允堪),267960,10,10
宋,宋代,四分律含注戒本疏科,元照,四分律含注戒本疏科 (元照),438840,40,10
宋,宋代,四分律拾毗尼義鈔科,元照,四分律拾毗尼義鈔科 (元照),151980,10,10
宋,宋代,四分律拾毗尼義鈔輔要記,允堪,四分律拾毗尼義鈔輔要記 (允堪),925430,60,10
宋,宋代,四分律行事鈔科,元照,四分律行事鈔科 (元照),550840,30,10
宋,宋代,四分律行事鈔資持記,元照,四分律行事鈔資持記 (元照),4697540,30,10
宋,宋代,四分律隨機羯磨疏正源記,允堪,四分律隨機羯磨疏正源記 (允堪),1784010,80,10
宋,宋代,四分比丘尼鈔科,允堪,四分比丘尼鈔科 (允堪),133980,10,10
宋,宋代,四十二章經註,守遂,四十二章經註 (守遂),78130,10,10
宋,宋代,四如講稿,宋,四如講稿 (宋),440870,70,10
宋,宋代,四如集,宋,四如集 (宋),718200,70,10
宋,宋代,四教儀集解,從義,四教儀集解 (從義),918740,30,10
宋,宋代,四明仁岳異說叢書,繼忠,四明仁岳異說叢書 (繼忠),819940,70,10
宋,宋代,四明十義書,知禮,四明十義書 (知禮),390070,20,10
宋,宋代,四明它山水利備覽,宋,四明它山水利備覽 (宋),156850,30,10
宋,宋代,四明尊者教行錄,宗曉,四明尊者教行錄 (宗曉),1213730,70,10
宋,宋代,四明文獻集,宋,四明文獻集 (宋),572990,60,10
宋,宋代,四書或問,朱熹,四書或問 (朱熹),2287720,400,10
宋,宋代,四書纂疏,趙順孫,四書纂疏 (趙順孫),6288960,280,10
宋,宋代,四書集編,眞德秀,四書集編 (眞德秀),4194600,310,10
宋,宋代,四朝聞見錄,宋,四朝聞見錄 (宋),755860,60,10
宋,宋代,因果本起經,求那跋陀羅,因果本起經 (求那跋陀羅),35040,10,10
宋,宋代,國光談苑,宋,國光談苑 (宋),71900,30,10
宋,宋代,國語補音,宋,國語補音 (宋),633100,40,10
宋,宋代,園生樹經,施護,園生樹經 (施護),9040,10,10
宋,宋代,圓悟佛果禪師語錄,紹隆,圓悟佛果禪師語錄 (紹隆),1559010,200,10
宋,宋代,圓覺經夾頌集解講義,周琪,圓覺經夾頌集解講義 (周琪),2048920,120,10
宋,宋代,圓覺經序注,如山,圓覺經序注 (如山),27640,10,10
宋,宋代,圓覺經心鏡,智聰,圓覺經心鏡 (智聰),858290,60,10
宋,宋代,圓覺經略疏序注,如山,圓覺經略疏序注 (如山),38840,10,10
宋,宋代,圓覺經道場略本修證儀,宋,圓覺經道場略本修證儀 (宋),56640,10,10
宋,宋代,圓覺經鈔辨疑誤,觀復,圓覺經鈔辨疑誤 (觀復),162720,20,10
宋,宋代,圓覺經集註,元粹,圓覺經集註 (元粹),549220,20,10
宋,宋代,圓覺經類解,行霆,圓覺經類解 (行霆),921370,40,10
宋,宋代,圓頓宗眼,法登,圓頓宗眼 (法登),66510,10,10
宋,宋代,圖畫見聞誌,宋,圖畫見聞誌 (宋),348030,80,10
宋,宋代,在軒集,宋,在軒集 (宋),137450,20,10
宋,宋代,地府十王拔度儀,宋,地府十王拔度儀 (宋),30750,10,10
宋,宋代,地藏慈悲救苦薦福利生道場儀,釋元照,地藏慈悲救苦薦福利生道場儀 (釋元照),329500,40,10
宋,宋代,地藏菩薩像靈驗記,常謹,地藏菩薩像靈驗記 (常謹),136500,10,10
宋,宋代,坡門酬唱集,宋,坡門酬唱集 (宋),971410,240,10
宋,宋代,坦菴詞,宋,坦菴詞 (宋),110750,20,10
宋,宋代,坦齋通編,宋,坦齋通編 (宋),71140,20,10
宋,宋代,埤雅,陸佃,埤雅 (陸佃),1014310,400,10
宋,宋代,增修互註禮部韻略,毛晃,增修互註禮部韻略 (毛晃),3581990,60,10
宋,宋代,增修東萊書說,宋,增修東萊書說 (宋),1882640,360,10
宋,宋代,增修校正押韻釋疑,歐陽德隆,增修校正押韻釋疑 (歐陽德隆),2257990,60,10
宋,宋代,增修箋註妙選羣英草堂詩餘前後集,宋,增修箋註妙選羣英草堂詩餘前後集 (宋),736090,10,10
宋,宋代,增刊校正王狀元集註分類東坡先生詩,宋,增刊校正王狀元集註分類東坡先生詩 (宋),5974650,260,10
宋,宋代,增廣箋註簡齋詩集,宋,增廣箋註簡齋詩集 (宋),1241550,310,10
宋,宋代,增慧陀羅尼經,施護,增慧陀羅尼經 (施護),3860,10,10
宋,宋代,增注唐策,宋,增注唐策 (宋),912660,110,10
宋,宋代,增補武林舊事,宋,增補武林舊事 (宋),655270,90,10
宋,宋代,墨客揮犀,宋,墨客揮犀 (宋),237780,110,10
宋,宋代,墨池編,宋,墨池編 (宋),2085540,70,10
宋,宋代,墨經,宋,墨經 (宋),31810,20,10
宋,宋代,墨莊漫錄,宋,墨莊漫錄 (宋),593690,110,10
宋,宋代,墨譜法式,宋,墨譜法式 (宋),61520,40,10
宋,宋代,壺山四六,宋,壺山四六 (宋),179050,10,10
宋,宋代,壽親養老新書,宋,壽親養老新書 (宋),728340,50,10
宋,宋代,夏小正戴氏傳,宋,夏小正戴氏傳 (宋),65050,50,10
宋,宋代,夏氏尚書詳解,宋,夏氏尚書詳解 (宋),3456540,270,10
宋,宋代,外道問聖大乘法無我義經,法天,外道問聖大乘法無我義經 (法天),16130,10,10
宋,宋代,夢梁錄,宋,夢梁錄 (宋),943440,210,10
宋,宋代,夢溪筆談,宋,夢溪筆談 (宋),852240,270,10
宋,宋代,夢窗稿,宋,夢窗稿 (宋),371570,80,10
宋,宋代,大三摩惹經,法天,大三摩惹經 (法天),23640,10,10
宋,宋代,大中祥符法寶錄,第20卷,大中祥符法寶錄 (第20卷),627540,160,10
宋,宋代,大乘中觀釋論,安慧菩薩,大乘中觀釋論 (安慧菩薩),614840,180,10
宋,宋代,大乘二十頌論,龍樹菩薩,大乘二十頌論 (龍樹菩薩),5680,10,10
宋,宋代,大乘寶月童子問法經,施護,大乘寶月童子問法經 (施護),21380,10,10
宋,宋代,大乘寶要義論,法護,大乘寶要義論 (法護),406710,100,10
宋,宋代,大乘止觀法門宗圓記,了然,大乘止觀法門宗圓記 (了然),1279830,50,10
宋,宋代,大乘法界無差別論疏領要鈔,普觀,大乘法界無差別論疏領要鈔 (普觀),256470,20,10
宋,宋代,大乘法界無差別論疏領要鈔科,普觀,大乘法界無差別論疏領要鈔科 (普觀),64840,10,10
宋,宋代,大乘破有論,龍樹菩薩,大乘破有論 (龍樹菩薩),6850,10,10
宋,宋代,大乘舍黎娑擔摩經,施護,大乘舍黎娑擔摩經 (施護),37350,10,10
宋,宋代,大乘集菩薩學論,法稱菩薩,大乘集菩薩學論 (法稱菩薩),1036370,250,10
宋,宋代,大事記,呂祖謙,大事記 (呂祖謙),3234790,280,10
宋,宋代,大光明藏,寶曇,大光明藏 (寶曇),1076760,30,10
宋,宋代,大堅固婆羅門緣起經,施護,大堅固婆羅門緣起經 (施護),98620,20,10
宋,宋代,大學,朱熹,大學 (朱熹),2079370,170,10
宋,宋代,大學疏義,金履祥,大學疏義 (金履祥),195210,10,10
宋,宋代,大學衍義,宋,大學衍義 (宋),2747160,440,10
宋,宋代,大宋僧史略,贊寧,大宋僧史略 (贊寧),377350,30,10
宋,宋代,大寒林聖難拏陀羅尼經,法天,大寒林聖難拏陀羅尼經 (法天),49970,10,10
宋,宋代,大廣益會玉篇,宋,大廣益會玉篇 (宋),2446060,310,10
宋,宋代,大悲心陀羅尼,慈賢,大悲心陀羅尼 (慈賢),10580,10,10
宋,宋代,大慧普覺禪師宗門武庫,道謙,大慧普覺禪師宗門武庫 (道謙),233340,10,10
宋,宋代,大慧普覺禪師年譜,祖詠,大慧普覺禪師年譜 (祖詠),268650,10,10
宋,宋代,大慧普覺禪師普說,蘊聞,大慧普覺禪師普說 (蘊聞),1998600,50,10
宋,宋代,大慧普覺禪師語錄,蘊聞,大慧普覺禪師語錄 (蘊聞),2118940,300,10
宋,宋代,大方廣總持寶光明經,宋,大方廣總持寶光明經 (宋),323320,50,10
宋,宋代,大方廣菩薩藏文殊師利根本儀軌經,天息災,大方廣菩薩藏文殊師利根本儀軌經 (天息災),1010670,200,10
宋,宋代,大明玄教立成齋醮儀,宋宗真,大明玄教立成齋醮儀 (宋宗真),47900,10,10
宋,宋代,大易粹言,宋,大易粹言 (宋),4405270,750,10
宋,宋代,大智律師禮讚文,則安,大智律師禮讚文 (則安),17130,10,10
宋,宋代,大正句王經,法賢,大正句王經 (法賢),77570,20,10
宋,宋代,大生義經,施護,大生義經 (施護),36210,10,10
宋,宋代,大般涅槃經,慧嚴,大般涅槃經 (慧嚴),4091470,360,10
宋,宋代,大般若經關法,大隱,大般若經關法 (大隱),645530,60,10
宋,宋代,大衍索隱,宋,大衍索隱 (宋),197630,40,10
宋,宋代,大道論,周固樸,大道論 (周固樸),83650,10,10
宋,宋代,大部妙玄格言,善月,大部妙玄格言 (善月),217400,20,10
宋,宋代,大金剛妙高山樓閣陀羅尼,施護,大金剛妙高山樓閣陀羅尼 (施護),58620,10,10
宋,宋代,大隨求陀羅尼,慈賢,大隨求陀羅尼 (慈賢),56640,10,10
宋,宋代,大隱居士詩集,宋,大隱居士詩集 (宋),135900,30,10
宋,宋代,大隱集,宋,大隱集 (宋),601930,110,10
宋,宋代,大集會正法經,施護,大集會正法經 (施護),324040,50,10
宋,宋代,大集法門經,施護,大集法門經 (施護),108110,20,10
宋,宋代,天原發微,宋,天原發微 (宋),1788870,60,10
宋,宋代,天台九祖傳,士衡,天台九祖傳 (士衡),118460,10,10
宋,宋代,天台四教儀集註,宋,天台四教儀集註 (宋),846100,90,10
宋,宋代,天台智者大師齋忌禮讚文,遵式,天台智者大師齋忌禮讚文 (遵式),27010,10,10
宋,宋代,天童山景德寺如淨禪師續語錄,義遠,天童山景德寺如淨禪師續語錄 (義遠),55070,10,10
宋,宋代,天竺別集,遵式,天竺別集 (遵式),357820,30,10
宋,宋代,天聖廣燈錄,李遵勗,天聖廣燈錄 (李遵勗),2241340,300,10
宋,宋代,天聖釋教總錄,惟淨,天聖釋教總錄 (惟淨),118910,20,10
宋,宋代,太上九要心印妙經,張果老,太上九要心印妙經 (張果老),24890,10,10
宋,宋代,太上元始天尊說北帝伏魔神咒妙經,歐陽雯,太上元始天尊說北帝伏魔神咒妙經 (歐陽雯),289400,110,10
宋,宋代,太上洞玄靈寶天尊說大通經,宋,太上洞玄靈寶天尊說大通經 (宋),1820,10,10
宋,宋代,太上登真三矯靈應經,宋,太上登真三矯靈應經 (宋),208950,10,10
宋,宋代,太上說紫微神兵護國消魔經,宋,太上說紫微神兵護國消魔經 (宋),8080,10,10
宋,宋代,太上赤文洞神三籙,陶弘景,太上赤文洞神三籙 (陶弘景),51470,10,10
宋,宋代,太上金櫃玉鏡延生洞玄燭幽懺,宋,太上金櫃玉鏡延生洞玄燭幽懺 (宋),32270,10,10
宋,宋代,太上靈寶芝草品,宋,太上靈寶芝草品 (宋),44130,10,10
宋,宋代,太倉稊米集,宋,太倉稊米集 (宋),2653580,710,10
宋,宋代,太宗皇帝實錄殘,宋,太宗皇帝實錄殘 (宋),823470,210,10
宋,宋代,太平寰宇記,樂史,太平寰宇記 (樂史),8253770,2010,10
宋,宋代,太平廣記,宋,太平廣記 (宋),15988930,5010,10
宋,宋代,太平御覽,宋,太平御覽 (宋),39056930,10010,10
宋,宋代,太平惠民和劑局方,陳師文,太平惠民和劑局方 (陳師文),1606290,140,10
宋,宋代,太平治迹統類,宋,太平治迹統類 (宋),5182800,310,10
宋,宋代,太平經國書,宋,太平經國書 (宋),453220,120,10
宋,宋代,太玄寶典,宋,太玄寶典 (宋),80410,40,10
宋,宋代,太醫局諸科程文格,宋,太醫局諸科程文格 (宋),675980,100,10
宋,宋代,夷堅志甲,宋,夷堅志甲 (宋),1691250,520,10
宋,宋代,夾漈遺稿,宋,夾漈遺稿 (宋),131610,40,10
宋,宋代,夾科肇論序注,曉月,夾科肇論序注 (曉月),60420,10,10
宋,宋代,如淨和尚語錄,文素,如淨和尚語錄 (文素),178720,20,10
宋,宋代,妙吉祥平等瑜伽祕密觀身成佛儀軌,慈賢,妙吉祥平等瑜伽祕密觀身成佛儀軌 (慈賢),53980,10,10
宋,宋代,妙吉祥平等祕密最上觀門大教王經,慈賢,妙吉祥平等祕密最上觀門大教王經 (慈賢),380090,50,10
宋,宋代,妙吉祥平等觀門大教王經略出護摩儀,慈賢,妙吉祥平等觀門大教王經略出護摩儀 (慈賢),36840,10,10
宋,宋代,妙法聖念處經,法天,妙法聖念處經 (法天),370440,80,10
宋,宋代,妙法蓮華經要解,宋,妙法蓮華經要解 (宋),1421590,190,10
宋,宋代,妙絕古今,宋,妙絕古今 (宋),509580,60,10
宋,宋代,妙臂菩薩所問經,法天,妙臂菩薩所問經 (法天),227050,40,10
宋,宋代,始終心要注,從義,始終心要注 (從義),16820,10,10
宋,宋代,姑溪居士前集,宋,姑溪居士前集 (宋),1676740,720,10
宋,宋代,姑溪詞,宋,姑溪詞 (宋),66180,30,10
宋,宋代,姓氏急就篇,宋,姓氏急就篇 (宋),653520,30,10
宋,宋代,娛書堂詩話,宋,娛書堂詩話 (宋),124670,20,10
宋,宋代,婦人大全良方,宋,婦人大全良方 (宋),1995720,290,10
宋,宋代,嬾眞子,宋,嬾眞子 (宋),281220,60,10
宋,宋代,孏窟詞,宋,孏窟詞 (宋),69510,20,10
宋,宋代,子思子全書,宋,子思子全書 (宋),123080,20,10
宋,宋代,子略,宋,子略 (宋),187780,50,10
宋,宋代,孔子編年,宋,孔子編年 (宋),318690,60,10
宋,宋代,孔子集語,宋,孔子集語 (宋),179840,30,10
宋,宋代,字溪集,宋,字溪集 (宋),1292790,130,10
宋,宋代,字通,李從周,字通 (李從周),163440,40,10
宋,宋代,存雅堂遺稿,宋,存雅堂遺稿 (宋),177310,60,10
宋,宋代,孝經刋誤,宋,孝經刋誤 (宋),44110,20,10
宋,宋代,孝詩,宋,孝詩 (宋),149180,20,10
宋,宋代,孟子傳,宋,孟子傳 (宋),1723750,300,10
宋,宋代,孟子解,蘇轍,孟子解 (蘇轍),55360,10,10
宋,宋代,孟子集疏,蔡模,孟子集疏 (蔡模),1815080,150,10
宋,宋代,孟子音義,孫奭,孟子音義 (孫奭),143220,10,10
宋,宋代,孫公談圃,宋,孫公談圃 (宋),121450,40,10
宋,宋代,孫子集注,宋,孫子集注 (宋),1233280,140,10
宋,宋代,孫明復小集,宋,孫明復小集 (宋),109260,20,10
宋,宋代,孫氏春秋經解,宋,孫氏春秋經解 (宋),1259060,150,10
宋,宋代,學易集,宋,學易集 (宋),517140,110,10
宋,宋代,學林,宋,學林 (宋),1604890,110,10
宋,宋代,學齋佔畢,宋,學齋佔畢 (宋),344430,60,10
宋,宋代,守城錄,宋,守城錄 (宋),185160,50,10
宋,宋代,安岳集,宋,安岳集 (宋),271990,130,10
宋,宋代,安晚堂集,宋,安晚堂集 (宋),384300,130,10
宋,宋代,安陸集,宋,安陸集 (宋),125480,20,10
宋,宋代,安陽集,宋,安陽集 (宋),1801740,510,10
宋,宋代,宋中太乙宮碑銘,呂惠卿,宋中太乙宮碑銘 (呂惠卿),14470,10,10
宋,宋代,宋名臣奏議,宋,宋名臣奏議 (宋),11951780,1510,10
宋,宋代,宋名臣言行錄前集,宋,宋名臣言行錄前集 (宋),4753280,770,10
宋,宋代,宋大事記講義,宋,宋大事記講義 (宋),1278390,240,10
宋,宋代,宋宰輔編年錄,宋,宋宰輔編年錄 (宋),4590660,210,10
宋,宋代,宋寶祐四年登科錄,宋,宋寶祐四年登科錄 (宋),116420,40,10
宋,宋代,宋徽宗御解道德真經,徽宗,宋徽宗御解道德真經 (徽宗),310370,50,10
宋,宋代,宋徽宗道德真經解義,章安,宋徽宗道德真經解義 (章安),611160,110,10
宋,宋代,宋文選,宋,宋文選 (宋),2823270,330,10
宋,宋代,宋文鑑,宋,宋文鑑 (宋),9893920,1510,10
宋,宋代,宋景文筆記,宋,宋景文筆記 (宋),117510,50,10
宋,宋代,宋朝事實,宋,宋朝事實 (宋),1629110,220,10
宋,宋代,宋朝名畫評,宋,宋朝名畫評 (宋),152860,40,10
宋,宋代,宋真宗御製玉京集,趙德昌,宋真宗御製玉京集 (趙德昌),187290,70,10
宋,宋代,宋西太乙宮碑銘,宋綬,宋西太乙宮碑銘 (宋綬),14300,10,10
宋,宋代,宋高僧傳,贊寧,宋高僧傳 (贊寧),2921580,300,10
宋,宋代,宏智禪師廣錄,宗法,宏智禪師廣錄 (宗法),1861010,90,10
宋,宋代,宗忠簡集,宋,宗忠簡集 (宋),611470,90,10
宋,宋代,宗鏡錄,延壽,宗鏡錄 (延壽),9403990,1000,10
宋,宋代,宗門統要正續集,宗永,宗門統要正續集 (宗永),2025260,200,10
宋,宋代,官箴,宋,官箴 (宋),27740,20,10
宋,宋代,定庵類稿,宋,定庵類稿 (宋),429670,50,10
宋,宋代,定慧相資歌,延壽,定慧相資歌 (延壽),9360,10,10
宋,宋代,定齋集,宋,定齋集 (宋),1151420,210,10
宋,宋代,宛陵集,宋,宛陵集 (宋),2316380,640,10
宋,宋代,客亭類稿,宋,客亭類稿 (宋),645720,150,10
宋,宋代,宣和北苑貢茶錄,熊蕃,宣和北苑貢茶錄 (熊蕃),79740,10,10
宋,宋代,宣和奉使高麗圖經,宋,宣和奉使高麗圖經 (宋),465390,420,10
宋,宋代,宣和書譜,宋,宣和書譜 (宋),490620,210,10
宋,宋代,宣和畫譜,宋,宣和畫譜 (宋),600440,210,10
宋,宋代,宮教集,宋,宮教集 (宋),593150,130,10
宋,宋代,家山圖書,宋,家山圖書 (宋),87360,20,10
宋,宋代,家禮,宋,家禮 (宋),443220,70,10
宋,宋代,家範,宋,家範 (宋),402750,110,10
宋,宋代,容齋隨筆,宋,容齋隨筆 (宋),3525690,830,10
宋,宋代,寂調音所問經,法海,寂調音所問經 (法海),98970,10,10
宋,宋代,密菴和尚語錄,崇岳,密菴和尚語錄 (崇岳),412080,10,10
宋,宋代,密齋筆記,宋,密齋筆記 (宋),262130,80,10
宋,宋代,富山遺稿,宋,富山遺稿 (宋),383180,110,10
宋,宋代,寒松閣集,宋,寒松閣集 (宋),124760,40,10
宋,宋代,寓簡,宋,寓簡 (宋),395120,110,10
宋,宋代,實賓錄,宋,實賓錄 (宋),773760,150,10
宋,宋代,寧極齋稿,陳深,寧極齋稿 (陳深),119600,10,10
宋,宋代,審齋詞,宋,審齋詞 (宋),54080,30,10
宋,宋代,寶刻叢編,宋,寶刻叢編 (宋),1631830,210,10
宋,宋代,寶刻類編,宋,寶刻類編 (宋),619940,90,10
宋,宋代,寶慶四明志,羅濬,寶慶四明志 (羅濬),2719620,340,10
宋,宋代,寶授菩薩菩提行經,法賢,寶授菩薩菩提行經 (法賢),54200,10,10
宋,宋代,寶晉英光集,宋,寶晉英光集 (宋),257140,90,10
宋,宋代,寶眞齋法書贊,宋,寶眞齋法書贊 (宋),1975140,290,10
宋,宋代,寶章待訪錄,宋,寶章待訪錄 (宋),48340,10,10
宋,宋代,寶雲振祖集,宗曉,寶雲振祖集 (宗曉),81520,10,10
宋,宋代,尊孟辨,余允文,尊孟辨 (余允文),339570,50,10
宋,宋代,尊白堂集,宋,尊白堂集 (宋),700100,70,10
宋,宋代,對床夜語,宋,對床夜語 (宋),181540,60,10
宋,宋代,小兒衞生總散論方,宋,小兒衞生總散論方 (宋),1727630,210,10
宋,宋代,小字錄,宋,小字錄 (宋),129230,30,10
宋,宋代,小學紺珠,宋,小學紺珠 (宋),1310940,110,10
宋,宋代,小山詞,宋,小山詞 (宋),142190,20,10
宋,宋代,小畜集,宋,小畜集 (宋),1638780,320,10
宋,宋代,少儀外傳,宋,少儀外傳 (宋),277610,30,10
宋,宋代,少陽集,宋,少陽集 (宋),281420,70,10
宋,宋代,尚書全解,宋,尚書全解 (宋),5017350,410,10
宋,宋代,尚書精義,宋,尚書精義 (宋),3165310,510,10
宋,宋代,尚書表注,宋,尚書表注 (宋),282730,30,10
宋,宋代,尚書要義,魏了翁,尚書要義 (魏了翁),1104120,210,10
宋,宋代,尚書說,宋,尚書說 (宋),1485900,80,10
宋,宋代,尚書講義,宋,尚書講義 (宋),1326200,210,10
宋,宋代,尼乾子問無我義經,馬鳴菩薩,尼乾子問無我義經 (馬鳴菩薩),11360,10,10
宋,宋代,尼拘陀梵志經,施護,尼拘陀梵志經 (施護),71880,20,10
宋,宋代,屏山集,宋,屏山集 (宋),858200,230,10
宋,宋代,履齋遺稿,宋,履齋遺稿 (宋),268550,50,10
宋,宋代,山中白雲詞,張炎,山中白雲詞 (張炎),374070,80,10
宋,宋代,山家緒餘集,善月,山家緒餘集 (善月),607800,30,10
宋,宋代,山家義苑,可觀,山家義苑 (可觀),195360,20,10
宋,宋代,山房集,周南,山房集 (周南),764040,90,10
宋,宋代,山水純全集,宋,山水純全集 (宋),81540,30,10
宋,宋代,山谷內集詩注,宋,山谷內集詩注 (宋),2362700,210,10
宋,宋代,山谷外集詩注,宋,山谷外集詩注 (宋),1904770,150,10
宋,宋代,山谷琴趣外篇,宋,山谷琴趣外篇 (宋),63200,40,10
宋,宋代,山谷詞,宋,山谷詞 (宋),137390,20,10
宋,宋代,山谷集,黃庭堅,山谷集 (黃庭堅),4915510,970,10
宋,宋代,岳武穆遺文,宋,岳武穆遺文 (宋),73700,20,10
宋,宋代,岳陽風土記,宋,岳陽風土記 (宋),86140,20,10
宋,宋代,崇古文訣,宋,崇古文訣 (宋),1740550,370,10
宋,宋代,崇文總目,宋,崇文總目 (宋),474010,130,10
宋,宋代,崔氏春秋經解,宋,崔氏春秋經解 (宋),781270,150,10
宋,宋代,崧菴集,宋,崧菴集 (宋),328260,80,10
宋,宋代,嵩山集,宋,嵩山集 (宋),1456320,550,10
宋,宋代,嶺外代答,宋,嶺外代答 (宋),514340,110,10
宋,宋代,巖下放言,宋,巖下放言 (宋),146470,40,10
宋,宋代,州縣提綱,宋,州縣提綱 (宋),162620,50,10
宋,宋代,左史諫草,宋,左史諫草 (宋),158480,40,10
宋,宋代,左氏傳續說,宋,左氏傳續說 (宋),757000,130,10
宋,宋代,左氏傳說,宋,左氏傳說 (宋),824010,210,10
宋,宋代,左氏博議,宋,左氏博議 (宋),1949850,260,10
宋,宋代,巽齋文集,宋,巽齋文集 (宋),1392400,280,10
宋,宋代,帝學,宋,帝學 (宋),316590,90,10
宋,宋代,帝王經世圖譜,宋,帝王經世圖譜 (宋),833280,170,10
宋,宋代,帝釋所問經,法賢,帝釋所問經 (法賢),67680,10,10
宋,宋代,師友談記,宋,師友談記 (宋),116290,20,10
宋,宋代,席上腐談:END:,俞琰,席上腐談:END: (俞琰),173920,30,10
宋,宋代,常談,宋,常談 (宋),117400,20,10
宋,宋代,平齋詞,宋,平齋詞 (宋),41190,30,10
宋,宋代,平齋集,宋,平齋集 (宋),2546490,330,10
宋,宋代,庚溪詩話,宋,庚溪詩話 (宋),141160,40,10
宋,宋代,康範詩集,宋,康範詩集 (宋),139260,10,10
宋,宋代,庸齋集,宋,庸齋集 (宋),379240,70,10
宋,宋代,廉吏傳,宋,廉吏傳 (宋),349330,30,10
宋,宋代,廣大發願頌,龍樹菩薩,廣大發願頌 (龍樹菩薩),5830,10,10
