dynasty,period,book_name,author,full_book_info,total_chars,file_count,unique_variants_found
宋,宋代,離騷草木疏,宋,離騷草木疏 (宋),229020,70,10
宋,宋代,難儞計濕嚩囉天說支輪經,法賢,難儞計濕嚩囉天說支輪經 (法賢),23010,10,10
宋,宋代,雪坡集,宋,雪坡集 (宋),1985530,510,10
宋,宋代,雪堂行拾遺錄,道行,雪堂行拾遺錄 (道行),86040,10,10
宋,宋代,雪溪集,宋,雪溪集 (宋),155940,60,10
宋,宋代,雪磯叢稿,宋,雪磯叢稿 (宋),117060,70,10
宋,宋代,雪窗集,宋,雪窗集 (宋),311180,40,10
宋,宋代,雪竇顯和尚明覺大師頌古集,宋,雪竇顯和尚明覺大師頌古集 (宋),424840,30,10
宋,宋代,雲山集,宋,雲山集 (宋),960400,200,10
宋,宋代,雲巢編,宋,雲巢編 (宋),636830,110,10
宋,宋代,雲林石譜,宋,雲林石譜 (宋),119450,40,10
宋,宋代,雲泉詩,宋,雲泉詩 (宋),127170,20,10
宋,宋代,雲溪居士集,宋,雲溪居士集 (宋),1590470,310,10
宋,宋代,雲溪集,宋,雲溪集 (宋),479140,130,10
宋,宋代,雲烟過眼錄,宋,雲烟過眼錄 (宋),180860,60,10
宋,宋代,雲臥紀譚,曉瑩,雲臥紀譚 (曉瑩),403690,20,10
宋,宋代,雲莊集,劉爚,雲莊集 (劉爚),1490370,270,10
宋,宋代,雲莊集,曾協,雲莊集 (曾協),1490370,270,10
宋,宋代,雲谷雜記,宋,雲谷雜記 (宋),360220,60,10
宋,宋代,雲門匡真禪師廣錄,守堅,雲門匡真禪師廣錄 (守堅),525490,30,10
宋,宋代,雲麓漫抄,宋,雲麓漫抄 (宋),863620,160,10
宋,宋代,霽山文集,宋,霽山文集 (宋),411090,60,10
宋,宋代,靈信經旨,宋,靈信經旨 (宋),19770,10,10
宋,宋代,靈寶無量度人上品妙經符圖,徽宗,靈寶無量度人上品妙經符圖 (徽宗),131200,40,10
宋,宋代,靈巖集,宋,靈巖集 (宋),581610,90,10
宋,宋代,靈書肘後鈔,宋,靈書肘後鈔 (宋),18030,10,10
宋,宋代,青山續集,宋,青山續集 (宋),488480,80,10
宋,宋代,青箱雜記,宋,青箱雜記 (宋),261760,110,10
宋,宋代,靖康緗素雜誌,宋,靖康緗素雜誌 (宋),238290,110,10
宋,宋代,靖康要錄,宋,靖康要錄 (宋),1768680,130,10
宋,宋代,韋齋集,宋,韋齋集 (宋),661820,130,10
宋,宋代,韓集擧正,宋,韓集擧正 (宋),1075680,130,10
宋,宋代,韻補,吳棫,韻補 (吳棫),981390,60,10
宋,宋代,韻語陽秋,宋,韻語陽秋 (宋),768690,210,10
宋,宋代,頂生王因緣經,施護,頂生王因緣經 (施護),216370,60,10
宋,宋代,項氏家說,宋,項氏家說 (宋),618970,130,10
宋,宋代,須溪四景詩集,劉辰翁,須溪四景詩集 (劉辰翁),118730,50,10
宋,宋代,須溪集,宋,須溪集 (宋),1386590,110,10
宋,宋代,頤堂先生文集,宋,頤堂先生文集 (宋),175340,60,10
宋,宋代,類篇,司馬光,類篇 (司馬光),6062070,470,10
宋,宋代,類說,宋,類說 (宋),4213580,610,10
宋,宋代,類證普濟本事方,宋,類證普濟本事方 (宋),471240,110,10
宋,宋代,顱顖經,宋,顱顖經 (宋),60660,30,10
宋,宋代,風月堂詩話,宋,風月堂詩話 (宋),91490,40,10
宋,宋代,養生詠玄集,宋,養生詠玄集 (宋),61800,10,10
宋,宋代,餘師錄,王正德,餘師錄 (王正德),363340,50,10
宋,宋代,首楞嚴壇場修證儀,宋,首楞嚴壇場修證儀 (宋),67160,10,10
宋,宋代,首楞嚴義疏注經,子璿,首楞嚴義疏注經 (子璿),2238020,100,10
宋,宋代,香山集,宋,香山集 (宋),523450,170,10
宋,宋代,香溪集,宋,香溪集 (宋),1098880,260,10
宋,宋代,香譜,宋,香譜 (宋),86560,30,10
宋,宋代,馬氏南唐書,宋,馬氏南唐書 (宋),807120,310,10
宋,宋代,騎省集,宋,騎省集 (宋),1440910,320,10
宋,宋代,驂鸞錄,宋,驂鸞錄 (宋),83240,10,10
宋,宋代,高峯文集,宋,高峯文集 (宋),875440,130,10
宋,宋代,高氏春秋集註,宋,高氏春秋集註 (宋),1668750,410,10
宋,宋代,高齋漫錄,宋,高齋漫錄 (宋),57720,10,10
宋,宋代,鬳齋考工記解,宋,鬳齋考工記解 (宋),437130,30,10
宋,宋代,魯齋集,宋,魯齋集 (宋),1663980,210,10
宋,宋代,鮑氏戰國策注,宋,鮑氏戰國策注 (宋),2051530,120,10
宋,宋代,鴻慶居士集,宋,鴻慶居士集 (宋),2626070,430,10
宋,宋代,鶴山集,宋,鶴山集 (宋),7134840,1080,10
宋,宋代,鶴林玉露,宋,鶴林玉露 (宋),891890,180,10
宋,宋代,鶴林集,宋,鶴林集 (宋),2185980,400,10
宋,宋代,麈史,宋,麈史 (宋),305950,40,10
宋,宋代,麗澤論說集錄,宋,麗澤論說集錄 (宋),1084000,120,10
宋,宋代,麟臺故事,宋,麟臺故事 (宋),378570,60,10
宋,宋代,黃氏日抄,宋,黃氏日抄 (宋),10795010,980,10
宋,宋代,黃龍四家錄,宋,黃龍四家錄 (宋),4610,10,10
宋,宋代,黃龍慧南禪師語錄,惠泉,黃龍慧南禪師語錄 (惠泉),161340,10,10
宋,宋代,默堂集,宋,默堂集 (宋),1430130,240,10
宋,宋代,默成文集,宋,默成文集 (宋),95120,50,10
宋,宋代,默記,宋,默記 (宋),221280,40,10
宋,宋代,默齋遺稿,宋,默齋遺稿 (宋),138430,30,10
宋,宋代,鼠璞,宋,鼠璞 (宋),224730,30,10
宋,宋代,齊東野語,周密,齊東野語 (周密),1293640,210,10
宋,宋代,龍學文集,宋,龍學文集 (宋),505430,180,10
宋,宋代,龍川畧志,蘇轍,龍川畧志 (蘇轍),336740,130,10
宋,宋代,龍川詞,宋,龍川詞 (宋),37310,50,10
宋,宋代,龍川集,宋,龍川集 (宋),1834600,310,10
宋,宋代,龍樹菩薩為禪陀迦王說法要偈,求那跋摩,龍樹菩薩為禪陀迦王說法要偈 (求那跋摩),31550,10,10
宋,宋代,龍洲詞,宋,龍洲詞 (宋),57050,20,10
宋,宋代,龍洲集,宋,龍洲集 (宋),331990,160,10
宋,宋代,龍舒增廣淨土文,王日休,龍舒增廣淨土文 (王日休),569030,120,10
宋,宋代,龍雲集,劉弇,龍雲集 (劉弇),1616870,330,10
宋,宋代,龜山先生語錄,宋,龜山先生語錄 (宋),388830,50,10
宋,宋代,龜山集,宋,龜山集 (宋),2206970,430,10
宋,宋代,龜谿集,宋,龜谿集 (宋),833450,130,10
宋,宋代,隆平集,宋,隆平集 (宋),1237160,210,10
明,明代,一切智光明仙人慈心因緣不食肉經,失譯,一切智光明仙人慈心因緣不食肉經 (失譯),23450,10,10
明,明代,一峯文集,明,一峯文集 (明),923020,150,10
明,明代,七國考,明,七國考 (明),1035210,150,10
明,明代,七政推步,明,七政推步 (明),150150,80,10
明,明代,三千有門頌略解,真覺,三千有門頌略解 (真覺),117500,10,10
明,明代,三吳水利錄,明,三吳水利錄 (明),290810,60,10
明,明代,三吳水考,明,三吳水考 (明),2959490,170,10
明,明代,三命通會,明,三命通會 (明),4596920,130,10
明,明代,三宜盂禪師語錄,明盂,三宜盂禪師語錄 (明盂),1203360,110,10
明,明代,三家宮詞,明,三家宮詞 (明),106120,40,10
明,明代,三峰藏和尚語錄,法藏,三峰藏和尚語錄 (法藏),1494990,160,10
明,明代,三易洞璣,明,三易洞璣 (明),1410670,170,10
明,明代,三畧直解,明,三畧直解 (明),146950,40,10
明,明代,三禮圖,明,三禮圖 (明),436800,50,10
明,明代,三華集,錢公善,三華集 (錢公善),734040,190,10
明,明代,上清洞玄明燈上經,,上清洞玄明燈上經,19180,10,10
明,明代,世緯,明,世緯 (明),149810,30,10
明,明代,中丞集,明,中丞集 (明),226890,30,10
明,明代,中州名賢文表,明,中州名賢文表 (明),2871910,310,10
明,明代,中庸衍義,明,中庸衍義 (明),2878330,180,10
明,明代,丹鉛餘錄,楊愼,丹鉛餘錄 (楊愼),3687240,700,10
明,明代,丹霞澹歸禪師語錄,今釋,丹霞澹歸禪師語錄 (今釋),495620,30,10
明,明代,乾坤清氣,明,乾坤清氣 (明),712960,150,10
明,明代,乾坤體義,明,乾坤體義 (明),189660,40,10
明,明代,二家宮詞,明,二家宮詞 (明),108950,30,10
明,明代,二程子抄釋,明,二程子抄釋 (明),910480,110,10
明,明代,五宗原,法藏,五宗原 (法藏),134960,10,10
明,明代,五家語錄,明,五家語錄 (明),26620,10,10
明,明代,五燈嚴統,通容,五燈嚴統 (通容),8057330,250,10
明,明代,五燈嚴統目錄,通容,五燈嚴統目錄 (通容),315490,20,10
明,明代,五燈嚴統解惑編,通容,五燈嚴統解惑編 (通容),149560,10,10
明,明代,五燈會元續略,淨柱,五燈會元續略 (淨柱),1465480,40,10
明,明代,五百羅漢尊號,高道素手,五百羅漢尊號 (高道素手),66240,10,10
明,明代,五經稽疑,明,五經稽疑 (明),482900,90,10
明,明代,五經蠡測,明,五經蠡測 (明),807430,70,10
明,明代,井觀瑣言,明,井觀瑣言 (明),127110,40,10
明,明代,亦玉堂稿,明,亦玉堂稿 (明),952440,110,10
明,明代,人譜,劉宗周,人譜 (劉宗周),542090,30,10
明,明代,仁王經科疏,真貴,仁王經科疏 (真貴),1378870,50,10
明,明代,仁王經科疏懸談,真貴,仁王經科疏懸談 (真貴),210880,10,10
明,明代,仁王經科疏科文,真貴,仁王經科疏科文 (真貴),88550,10,10
明,明代,仁端錄,明,仁端錄 (明),1579190,170,10
明,明代,今獻備遺,明,今獻備遺 (明),1279140,440,10
明,明代,仰節堂集,明,仰節堂集 (明),1030130,150,10
明,明代,伏魔經壇謝恩醮儀,明,伏魔經壇謝恩醮儀 (明),24920,10,10
明,明代,伐檀齋集,明,伐檀齋集 (明),591100,140,10
明,明代,何傳集,明,何傳集 (明),114620,20,10
明,明代,何文簡疏議,明,何文簡疏議 (明),1581670,110,10
明,明代,佛母孔雀尊經科式,明,佛母孔雀尊經科式 (明),34770,10,10
明,明代,佛法金湯編,心泰,佛法金湯編 (心泰),1160990,160,10
明,明代,佛祖三經指南,道霈,佛祖三經指南 (道霈),264890,30,10
明,明代,佛祖綱目,朱時恩,佛祖綱目 (朱時恩),4206740,410,10
明,明代,佛說心明經,竺法護,佛說心明經 (竺法護),14180,10,10
明,明代,佛說目連五百問戒律中輕重事經釋,永海,佛說目連五百問戒律中輕重事經釋 (永海),751770,20,10
明,明代,佛說目連五百問經略解,性祇,佛說目連五百問經略解 (性祇),684960,20,10
明,明代,佛說超日明三昧經,聶承遠,佛說超日明三昧經 (聶承遠),256980,20,10
明,明代,佛說齋經科註,智旭,佛說齋經科註 (智旭),128970,10,10
明,明代,依楞嚴究竟事懺,明,依楞嚴究竟事懺 (明),265470,20,10
明,明代,俗書刋誤,焦竑,俗書刋誤 (焦竑),241660,120,10
明,明代,保越錄,明,保越錄 (明),85550,10,10
明,明代,修設瑜伽集要施食壇儀,袾宏,修設瑜伽集要施食壇儀 (袾宏),453650,10,10
明,明代,倪文僖集,明,倪文僖集 (明),2138620,330,10
明,明代,倪文貞集,明,倪文貞集 (明),2191040,400,10
明,明代,備忘集,明,備忘集 (明),1370140,110,10
明,明代,傳授三壇弘戒法儀,法藏,傳授三壇弘戒法儀 (法藏),174750,10,10
明,明代,傷寒論條辦,明,傷寒論條辦 (明),1247820,120,10
明,明代,像象管見,明,像象管見 (明),1529950,100,10
明,明代,儒行集傳,明,儒行集傳 (明),788940,30,10
明,明代,儼山外集,明,儼山外集 (明),1176700,350,10
明,明代,儼山集,明,儼山集 (明),4029880,1110,10
明,明代,元儒考略,明,元儒考略 (明),237200,50,10
明,明代,元史,明,元史 (明),16583320,2110,10
明,明代,元史紀事本末,明,元史紀事本末 (明),786820,50,10
明,明代,元史續編,明,元史續編 (明),1741440,170,10
明,明代,元始天尊說北方真武妙經,明,元始天尊說北方真武妙經 (明),16370,10,10
明,明代,元藝圃集,明,元藝圃集 (明),435850,50,10
明,明代,元詩體要,明,元詩體要 (明),991030,150,10
明,明代,元音,明,元音 (明),885110,130,10
明,明代,先覺宗乘,明,先覺宗乘 (明),86150,10,10
明,明代,先覺集,陶明潛,先覺集 (陶明潛),11590,10,10
明,明代,先進遺風,明,先進遺風 (明),274800,30,10
明,明代,先醒齋廣筆記,明,先醒齋廣筆記 (明),905650,50,10
明,明代,兒易內儀以,倪元璐,兒易內儀以 (倪元璐),889350,250,10
明,明代,入就瑞白禪師語錄,明雪,入就瑞白禪師語錄 (明雪),1158400,180,10
明,明代,內訓,明,內訓 (明),193530,10,10
明,明代,全室外集,明,全室外集 (明),343250,110,10
明,明代,全蜀藝文志,明,全蜀藝文志 (明),4905970,650,10
明,明代,兩垣奏議,明,兩垣奏議 (明),54090,10,10
明,明代,兩河經略,明,兩河經略 (明),342250,50,10
明,明代,兩谿文集,明,兩谿文集 (明),1912520,260,10
明,明代,八十八祖道影傳贊,德清,八十八祖道影傳贊 (德清),582420,40,10
明,明代,八大人覺經略解,智旭,八大人覺經略解 (智旭),16330,10,10
明,明代,八識規矩略說,正誨,八識規矩略說 (正誨),108900,10,10
明,明代,八識規矩直解,智旭,八識規矩直解 (智旭),40010,10,10
明,明代,八識規矩纂釋,廣益,八識規矩纂釋 (廣益),146970,10,10
明,明代,八識規矩補註,普泰,八識規矩補註 (普泰),148130,20,10
明,明代,八識規矩補註證義,明昱,八識規矩補註證義 (明昱),213930,10,10
明,明代,八識規矩通說,德清,八識規矩通說 (德清),69630,10,10
明,明代,八識規矩頌解,真可,八識規矩頌解 (真可),47410,10,10
明,明代,六家詩名物疏,明,六家詩名物疏 (明),3035960,590,10
明,明代,六書本義,趙撝謙,六書本義 (趙撝謙),574360,130,10
明,明代,六研齋筆記,明,六研齋筆記 (明),1443340,130,10
明,明代,六道輪迴圖偈頌,陳明光,六道輪迴圖偈頌 (陳明光),1760,10,10
明,明代,具茨詩集,明,具茨詩集 (明),1378920,160,10
明,明代,准提三昧行法,受登,准提三昧行法 (受登),139450,10,10
明,明代,凌忠介公集,明,凌忠介公集 (明),482070,70,10
明,明代,劉子遺書,劉宗周,劉子遺書 (劉宗周),428600,50,10
明,明代,劉彥昺集,明,劉彥昺集 (明),287080,110,10
明,明代,劉蕺山集,劉宗周,劉蕺山集 (劉宗周),2090130,180,10
明,明代,北京五大部直音會韻,久隱,北京五大部直音會韻 (久隱),820690,20,10
明,明代,北帝伏魔經法建壇儀,盧中苓,北帝伏魔經法建壇儀 (盧中苓),55690,10,10
明,明代,北帝說豁落七元經,明,北帝說豁落七元經 (明),23940,10,10
明,明代,北極真武佑聖真君禮文,明,北極真武佑聖真君禮文 (明),33770,10,10
明,明代,北極真武普慈度世法懺,明,北極真武普慈度世法懺 (明),279340,130,10
明,明代,北河紀,謝肇淛,北河紀 (謝肇淛),1285840,130,10
明,明代,北郭集,明,北郭集 (明),406400,110,10
明,明代,北齊文紀,明,北齊文紀 (明),347400,40,10
明,明代,十牛圖頌,胡文煥,十牛圖頌 (胡文煥),17010,10,10
明,明代,千山剩人禪師語錄,函可,千山剩人禪師語錄 (函可),813090,60,10
明,明代,千松筆記,大韶,千松筆記 (大韶),114130,10,10
明,明代,升菴集,明,升菴集 (明),4326740,820,10
明,明代,半月誦菩薩戒儀式註,弘贊,半月誦菩薩戒儀式註 (弘贊),63840,10,10
明,明代,半軒集,明,半軒集 (明),1117300,170,10
明,明代,南園漫錄,明,南園漫錄 (明),385050,120,10
明,明代,南宮奏稿,明,南宮奏稿 (明),884910,60,10
明,明代,南行集,丘雲霄,南行集 (丘雲霄),487070,210,10
明,明代,南邨詩集,明,南邨詩集 (明),302540,50,10
明,明代,南陽書畫集,明,南陽書畫集 (明),18640,30,10
明,明代,南齊文紀,明,南齊文紀 (明),1387040,110,10
明,明代,博山無異大師語錄集要,元來,博山無異大師語錄集要 (元來),659830,60,10
明,明代,博山禪警語,元來,博山禪警語 (元來),192390,20,10
明,明代,占察善惡業報經玄義,智旭,占察善惡業報經玄義 (智旭),244870,10,10
明,明代,占察善惡業報經義疏,智旭,占察善惡業報經義疏 (智旭),495900,20,10
明,明代,占察善惡業報經行法,智旭,占察善惡業報經行法 (智旭),89120,10,10
明,明代,卦變考略,明,卦變考略 (明),133800,30,10
明,明代,叢林兩序須知,通容,叢林兩序須知 (通容),123190,10,10
明,明代,古今列女傳,明,古今列女傳 (明),531610,40,10
明,明代,古今律歷考,明,古今律歷考 (明),3436600,730,10
明,明代,古今禪藻集,明,古今禪藻集 (明),1801000,290,10
明,明代,古今詩刪,明,古今詩刪 (明),1411960,350,10
明,明代,古今說海,明,古今說海 (明),3617790,1400,10
明,明代,古儷府,明,古儷府 (明),3778670,130,10
明,明代,古刻叢鈔,明,古刻叢鈔 (明),126020,20,10
明,明代,古周易訂詁,明,古周易訂詁 (明),4378840,180,10
明,明代,古城集,明,古城集 (明),920220,80,10
明,明代,古庭禪師語錄輯略,善堅,古庭禪師語錄輯略 (善堅),641880,40,10
明,明代,古廉文集,明,古廉文集 (明),1458280,140,10
明,明代,古微書,孫瑴,古微書 (孫瑴),1651370,370,10
明,明代,古樂苑,明,古樂苑 (明),3952410,570,10
明,明代,古瓶山牧道者究心錄,真本,古瓶山牧道者究心錄 (真本),287660,30,10
明,明代,古穰集,明,古穰集 (明),1830180,310,10
明,明代,古詩紀,明,古詩紀 (明),7219320,1570,10
明,明代,古詩鏡,陸時雍,古詩鏡 (陸時雍),4703640,910,10
明,明代,古雪哲禪師語錄,真哲,古雪哲禪師語錄 (真哲),1825970,200,10
明,明代,古音叢目,楊愼,古音叢目 (楊愼),1015190,70,10
明,明代,古音略例,楊愼,古音略例 (楊愼),84930,20,10
明,明代,古音駢字,楊愼,古音駢字 (楊愼),515640,80,10
明,明代,史糾,明,史糾 (明),455670,70,10
明,明代,同姓名錄,明,同姓名錄 (明),1496990,150,10
明,明代,同文算指,李之藻,同文算指 (李之藻),1012340,110,10
明,明代,名公法喜志,夏樹芳,名公法喜志 (夏樹芳),426220,40,10
明,明代,名疑,明,名疑 (明),510490,50,10
明,明代,名義考,明,名義考 (明),755590,130,10
明,明代,名臣經濟錄,明,名臣經濟錄 (明),7741130,540,10
明,明代,名蹟錄,明,名蹟錄 (明),390160,70,10
明,明代,名醫類案,明,名醫類案 (明),3042570,140,10
明,明代,吳中水利全書,明,吳中水利全書 (明),4932140,290,10
明,明代,吳中石佛相好懺儀,傳燈,吳中石佛相好懺儀 (傳燈),21200,10,10
明,明代,吳中金石新編,明,吳中金石新編 (明),798360,90,10
明,明代,吳文肅摘稿,明,吳文肅摘稿 (明),433370,50,10
明,明代,吳興備志,明,吳興備志 (明),1931710,330,10
明,明代,吳都文粹續集,明,吳都文粹續集 (明),8559730,590,10
明,明代,吹萬禪師語錄,廣真,吹萬禪師語錄 (廣真),1302120,200,10
明,明代,周子抄釋,明,周子抄釋 (明),177200,40,10
明,明代,周忠愍奏疏,明,周忠愍奏疏 (明),270930,30,10
明,明代,周易傳義大全,明,周易傳義大全 (明),6371880,310,10
明,明代,周易像象述,明,周易像象述 (明),1809160,110,10
明,明代,周易劄記,逯中立,周易劄記 (逯中立),348750,40,10
明,明代,周易易簡說,明,周易易簡說 (明),480580,40,10
明,明代,周易玩辭困學記,明,周易玩辭困學記 (明),2683580,160,10
明,明代,周易禪解,智旭,周易禪解 (智旭),1189400,100,10
明,明代,周易象旨決錄,明,周易象旨決錄 (明),1290090,80,10
明,明代,周易辯錄,明,周易辯錄 (明),769090,50,10
明,明代,周易集註,明,周易集註 (明),2297090,190,10
明,明代,周禮傳,王應電,周禮傳 (王應電),3652960,170,10
明,明代,周禮全經釋原,明,周禮全經釋原 (明),3324950,170,10
明,明代,周禮註疏刪翼,明,周禮註疏刪翼 (明),5252040,310,10
明,明代,呻吟語摘,明,呻吟語摘 (明),382580,40,10
明,明代,唐宋元名表,明,唐宋元名表 (明),779430,30,10
明,明代,唐宋八大家文鈔,明,唐宋八大家文鈔 (明),10795390,1790,10
明,明代,唐愚士詩,明,唐愚士詩 (明),362060,50,10
明,明代,唐詩品彙,高棅,唐詩品彙 (高棅),5194770,1010,10
明,明代,唐音癸籤,明,唐音癸籤 (明),1432770,340,10
明,明代,唯識三十論直解,智旭,唯識三十論直解 (智旭),71250,10,10
明,明代,唯識三十論約意,明昱,唯識三十論約意 (明昱),122460,10,10
明,明代,商文毅疏稿,明,商文毅疏稿 (明),212100,30,10
明,明代,問辨錄,高拱,問辨錄 (高拱),548760,110,10
明,明代,喻林,明,喻林 (明),9717860,1210,10
明,明代,嘉靖以來首輔傳,明,嘉靖以來首輔傳 (明),714080,90,10
明,明代,四六法海,明,四六法海 (明),3135060,130,10
明,明代,四分律名義標釋,弘贊,四分律名義標釋 (弘贊),4269140,400,10
明,明代,四分律藏大小持戒犍度略釋,智旭,四分律藏大小持戒犍度略釋 (智旭),152540,10,10
明,明代,四分戒本如釋,弘贊,四分戒本如釋 (弘贊),2031930,120,10
明,明代,四分戒本約義,元賢,四分戒本約義 (元賢),510980,40,10
明,明代,四分戒本緣起事義,廣莫,四分戒本緣起事義 (廣莫),137580,10,10
明,明代,四十二章經解,智旭,四十二章經解 (智旭),131620,10,10
明,明代,四明洞天丹山圖詠集,曾堅,四明洞天丹山圖詠集 (曾堅),104650,10,10
明,明代,四書因問,呂柟,四書因問 (呂柟),1282370,70,10
明,明代,四書大全,胡廣,四書大全 (胡廣),9413580,370,10
明,明代,四書留書,章世純,四書留書 (章世純),423940,80,10
明,明代,四書蒙引,蔡清,四書蒙引 (蔡清),5581400,230,10
明,明代,四溟集,明,四溟集 (明),725180,110,10
明,明代,因明入正理論直疏,明昱,因明入正理論直疏 (明昱),135980,10,10
明,明代,因明入正理論直解,智旭,因明入正理論直解 (智旭),125970,10,10
明,明代,因明入正理論解,真界,因明入正理論解 (真界),138550,10,10
明,明代,因明入正理論集解,王肯堂,因明入正理論集解 (王肯堂),228400,10,10
明,明代,因知記,明,因知記 (明),557510,80,10
明,明代,圓覺經直解,德清,圓覺經直解 (德清),421640,20,10
明,明代,圓覺經精解評林,焦竑,圓覺經精解評林 (焦竑),426530,10,10
明,明代,圓覺經要解,寂正,圓覺經要解 (寂正),420280,20,10
明,明代,圓覺經近釋,通潤,圓覺經近釋 (通潤),479980,60,10
明,明代,圖書編,明,圖書編 (明),22782370,1290,10
明,明代,圜容較義,明,圜容較義 (明),105500,20,10
明,明代,土官底簿,明,土官底簿 (明),531410,40,10
明,明代,在家律要廣集,智旭,在家律要廣集 (智旭),1501830,30,10
明,明代,圭峯集,明,圭峯集 (明),2066540,310,10
明,明代,地獄變經文偈頌,陳明光,地獄變經文偈頌 (陳明光),66400,10,10
明,明代,坊記集傳,明,坊記集傳 (明),854790,40,10
明,明代,垂光集,明,垂光集 (明),159200,20,10
明,明代,墓銘舉例,明,墓銘舉例 (明),259340,60,10
明,明代,增集續傳燈錄,文琇,增集續傳燈錄 (文琇),1466290,60,10
明,明代,墨池璅錄,明,墨池璅錄 (明),71630,50,10
明,明代,墨法集要,明,墨法集要 (明),58990,20,10
明,明代,壇溪梓舟船禪師語錄,船,壇溪梓舟船禪師語錄 (船),405490,30,10
明,明代,士翼,明,士翼 (明),406890,40,10
明,明代,壽昌無明和尚語錄,慧經,壽昌無明和尚語錄 (慧經),253380,20,10
明,明代,夔州臥龍字水禪師語錄,圓䂐,夔州臥龍字水禪師語錄 (圓䂐),278030,30,10
明,明代,外料理例,明,外料理例 (明),1189470,90,10
明,明代,夢澤集,明,夢澤集 (明),975580,230,10
明,明代,大乘止觀法門釋要,智旭,大乘止觀法門釋要 (智旭),690040,40,10
明,明代,大乘百法明門論開宗義記序釋,,大乘百法明門論開宗義記序釋,37150,10,10
明,明代,大乘起信論裂網疏,智旭,大乘起信論裂網疏 (智旭),676320,60,10
明,明代,大事記續編,明,大事記續編 (明),7313490,780,10
明,明代,大全集,明,大全集 (明),1199830,190,10
明,明代,大學衍義補,明,大學衍義補 (明),10075550,1610,10
明,明代,大巍禪師竹室集,淨倫,大巍禪師竹室集 (淨倫),134140,10,10
明,明代,大復集,明,大復集 (明),1893120,400,10
明,明代,大方便佛報恩經變經文偈頌,陳明光,大方便佛報恩經變經文偈頌 (陳明光),38960,10,10
明,明代,大方禪師語錄,行海,大方禪師語錄 (行海),386360,60,10
明,明代,大明三藏法數,,大明三藏法數,5520040,380,10
明,明代,大明仁孝皇后夢感佛說第一希有大功德經,,大明仁孝皇后夢感佛說第一希有大功德經,110360,20,10
明,明代,大明太宗文皇帝御製序讚文,太宗朱棣,大明太宗文皇帝御製序讚文 (太宗朱棣),34390,10,10
明,明代,大明太宗文皇帝御製文殊讚,太宗,大明太宗文皇帝御製文殊讚 (太宗),4340,10,10
明,明代,大明太祖高皇帝御註道德真經,太祖,大明太祖高皇帝御註道德真經 (太祖),233550,30,10
明,明代,大明御製玄教樂章,,大明御製玄教樂章,22950,10,10
明,明代,大明玄天上帝瑞應圖錄,,大明玄天上帝瑞應圖錄,38050,10,10
明,明代,大明道藏經目錄,,大明道藏經目錄,268420,50,10
明,明代,大明重刊三藏聖教目錄,雙徑山僧眾,大明重刊三藏聖教目錄 (雙徑山僧眾),233300,30,10
明,明代,大明高僧傳,如惺,大明高僧傳 (如惺),509990,80,10
明,明代,大清一統志,明,大清一統志 (明),88368070,2100,10
明,明代,大溈五峰學禪師語錄,如學,大溈五峰學禪師語錄 (如學),64530,10,10
明,明代,大藏一覽,陳實,大藏一覽 (陳實),2615720,100,10
明,明代,大藏佛說守護大千國土經,陳明光,大藏佛說守護大千國土經 (陳明光),6480,10,10
明,明代,大隨求即得大陀羅尼明王懺悔法,,大隨求即得大陀羅尼明王懺悔法,19890,10,10
明,明代,天中記,明,天中記 (明),17109950,610,10
明,明代,天台傳佛心印記註,傳燈,天台傳佛心印記註 (傳燈),282430,20,10
明,明代,天問畧,明,天問畧 (明),115870,10,10
明,明代,天寧法舟濟禪師剩語,道濟,天寧法舟濟禪師剩語 (道濟),127230,10,10
明,明代,天樂鳴空集,鮑宗肇,天樂鳴空集 (鮑宗肇),487300,30,10
明,明代,天界覺浪盛禪師全錄,道盛,天界覺浪盛禪師全錄 (道盛),3685730,330,10
明,明代,天界覺浪盛禪師嘉禾語錄,道盛,天界覺浪盛禪師嘉禾語錄 (道盛),157230,10,10
明,明代,天界覺浪盛禪師語錄,道盛,天界覺浪盛禪師語錄 (道盛),1080410,120,10
明,明代,天目明本禪師雜錄,,天目明本禪師雜錄,560550,30,10
明,明代,天真毒峰善禪師要語,本善,天真毒峰善禪師要語 (本善),116180,10,10
明,明代,天隱修禪師語錄,通琇,天隱修禪師語錄 (通琇),1489010,200,10
明,明代,天隱和尚語錄,圓修,天隱和尚語錄 (圓修),1498870,150,10
明,明代,天馬山房遺稿,明,天馬山房遺稿 (明),685290,90,10
明,明代,太上三洞神咒,明,太上三洞神咒 (明),747560,130,10
明,明代,太上三洞表文,明,太上三洞表文 (明),188800,10,10
明,明代,太上元陽上帝無始天尊說火車王靈官真經,明,太上元陽上帝無始天尊說火車王靈官真經 (明),29630,10,10
明,明代,太上六壬明鑑符陰經,,太上六壬明鑑符陰經,111750,40,10
明,明代,太上北極伏魔神咒殺鬼籙,明,太上北極伏魔神咒殺鬼籙 (明),36840,10,10
明,明代,太上明鑑真經,,太上明鑑真經,28890,10,10
明,明代,太上洞玄靈寶智慧禮讚,明,太上洞玄靈寶智慧禮讚 (明),18270,10,10
明,明代,太上淨明院補奏職局太玄都省須知,許旌陽,太上淨明院補奏職局太玄都省須知 (許旌陽),45530,10,10
