variant,count,percentage
們,0,0.0
弭,1,0.6493506493506493
彌,15,9.740259740259742
偉,2,1.2987012987012987
懣,0,0.0
滿,20,12.987012987012985
瞞,2,1.2987012987012987
門,82,53.246753246753244
每,20,12.987012987012985
輩,12,7.792207792207792
