variant,count,percentage
們,1114,0.5011764600026093
弭,1537,0.6914795502908533
彌,9121,4.103438502409156
偉,4956,2.2296503911785748
懣,238,0.10707360635603325
滿,33129,14.904376071298426
瞞,1191,0.5358179208825025
門,101501,45.66419377623416
每,49681,22.350940493168434
輩,19809,8.911853228179254
