dynasty_period,analysis_date,total_characters,total_variants,unique_variant_types,files_analyzed,analysis_mode,variant_們_count,variant_們_percentage,variant_弭_count,variant_弭_percentage,variant_彌_count,variant_彌_percentage,variant_偉_count,variant_偉_percentage,variant_懣_count,variant_懣_percentage,variant_滿_count,variant_滿_percentage,variant_瞞_count,variant_瞞_percentage,variant_門_count,variant_門_percentage,variant_每_count,variant_每_percentage,variant_輩_count,variant_輩_percentage
清,2025-10-28,290586699,222277,10,27844,period_based,1114,0.5011764600026093,1537,0.6914795502908533,9121,4.103438502409156,4956,2.2296503911785748,238,0.10707360635603325,33129,14.904376071298426,1191,0.5358179208825025,101501,45.66419377623416,49681,22.350940493168434,19809,8.911853228179254
