variant,type,character,count
彌,preceding,意,1
彌,following,年,1
滿,preceding,須,2
滿,preceding,數,2
滿,preceding,足,1
滿,preceding,花,1
滿,preceding,光,1
滿,following,三,1
滿,following,鼎,1
滿,following,鑪,1
滿,following,之,1
滿,following,盈,1
門,preceding,午,2
門,preceding,黃,1
門,preceding,之,1
門,preceding,天,1
門,following,侍,1
門,following,午,1
門,following,是,1
門,following,納,1
門,following,開,1
每,preceding,家,1
每,following,三,1
