variant,count,percentage
們,141,0.3434417245158933
弭,428,1.042503958104981
彌,1982,4.8276701985141885
偉,1279,3.1153330897576423
懣,61,0.1485811715990744
滿,4581,11.158202411399342
瞞,100,0.24357569114602362
門,20342,49.548167092924125
每,8478,20.650347095359884
輩,3663,8.922177566678846
