variant,count,percentage
們,694,0.44092327045623486
弭,1283,0.8151362478319154
彌,6176,3.9238359053857446
偉,4225,2.6842951263365884
懣,225,0.14295062802975914
滿,16771,10.655222145275959
瞞,585,0.3716716328773738
門,64385,40.906116380871296
每,47942,30.4592844844565
輩,15111,9.600564178478624
