dynasty_period,analysis_date,total_characters,total_variants,unique_variant_types,files_analyzed,analysis_mode,variant_們_count,variant_們_percentage,variant_弭_count,variant_弭_percentage,variant_彌_count,variant_彌_percentage,variant_偉_count,variant_偉_percentage,variant_懣_count,variant_懣_percentage,variant_滿_count,variant_滿_percentage,variant_瞞_count,variant_瞞_percentage,variant_門_count,variant_門_percentage,variant_每_count,variant_每_percentage,variant_輩_count,variant_輩_percentage
明,2025-10-28,184092885,157397,10,17795,period_based,694,0.44092327045623486,1283,0.8151362478319154,6176,3.9238359053857446,4225,2.6842951263365884,225,0.14295062802975914,16771,10.655222145275959,585,0.3716716328773738,64385,40.906116380871296,47942,30.4592844844565,15111,9.600564178478624
